t,segment,target,sample,alarm,j0,j1,j2,j3,j4,j5,x,y,z,a,b,c,q_speed_norm_deg_s,tcp_speed_norm_mm_s,sigma_min,sigma_max,condition,manip_6d,manip_trans
1.12056732e-05,baseline_default,Default,0,0,55.041504,32.958984,-138.647461,58.623047,97.822266,13.161621,222.80559,230.662082,154.671404,126.351347,-2.79504545,125.278286,,,,,,,
0.0251142979,baseline_default,Default,1,0,55.041504,32.958984,-138.647461,58.623047,97.822266,13.161621,222.80559,230.662082,154.671404,126.351347,-2.79504545,125.278286,0,0,,,,,
0.0501995087,baseline_default,Default,2,0,55.041504,32.958984,-138.647461,58.579102,97.822266,13.161621,222.740385,230.715414,154.669621,126.387007,-2.7560881,125.292141,1.75182901,3.35878358,,,,,
0.0752980709,baseline_default,Default,3,0,55.041504,32.958984,-138.647461,58.579102,97.822266,13.161621,222.740385,230.715414,154.669621,126.387007,-2.7560881,125.292141,0,0,,,,,
0.101366043,baseline_default,Default,4,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0.842873387,1.61604205,,,,,
0.126455069,baseline_default,Default,5,0,55.041504,32.958984,-138.647461,58.623047,97.822266,13.139648,222.80559,230.662082,154.671404,126.341203,-2.7705833,125.267087,1.23857001,1.67917468,,,,,
0.151551723,baseline_default,Default,6,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,1.23819349,1.67866421,,,,,
0.176644802,baseline_default,Default,7,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0,0,,,,,
0.201746702,baseline_default,Default,8,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.139648,222.772992,230.688755,154.67051,126.359028,-2.75110427,125.27402,0.875352061,0,,,,,
0.226858854,baseline_default,Default,9,0,55.041504,32.958984,-138.647461,58.579102,97.822266,13.161621,222.740385,230.715414,154.669621,126.387007,-2.7560881,125.292141,1.23740121,1.67755193,,,,,
0.258746386,baseline_default,Default,10,0,55.041504,32.958984,-138.647461,58.579102,97.822266,13.139648,222.740385,230.715414,154.669621,126.37685,-2.73162237,125.280949,0.689078117,0,,,,,
0.287592649,baseline_default,Default,11,0,55.041504,32.958984,-138.669434,58.601074,97.822266,13.161621,222.731331,230.629166,154.647319,126.37348,-2.75533734,125.262878,1.31933117,3.10416612,,,,,
0.316533566,baseline_default,Default,12,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0.759236506,2.63697777,,,,,
0.344639301,baseline_default,Default,13,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0,0,,,,,
0.372643471,baseline_default,Default,14,0,55.041504,32.958984,-138.647461,58.579102,97.822266,13.161621,222.740385,230.715414,154.669621,126.387007,-2.7560881,125.292141,0.784597452,1.50430954,,,,,
0.404480219,baseline_default,Default,15,0,55.041504,32.958984,-138.647461,58.579102,97.822266,13.161621,222.740385,230.715414,154.669621,126.387007,-2.7560881,125.292141,0,0,,,,,
0.430721998,baseline_default,Default,16,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0.837290785,1.60533852,,,,,
0.455812693,baseline_default,Default,17,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.183594,222.772992,230.688755,154.67051,126.379325,-2.8000362,125.296408,0.875743,0,,,,,
0.487128735,baseline_default,Default,18,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0.701653167,0,,,,,
0.515460968,baseline_default,Default,19,0,55.041504,32.958984,-138.625488,58.623047,97.822266,13.161621,222.847245,230.721663,154.694621,126.347043,-2.81528228,125.300616,1.09679015,2.99030582,,,,,
0.548453808,baseline_default,Default,20,0,55.041504,32.958984,-138.647461,58.579102,97.822266,13.183594,222.740385,230.715414,154.669621,126.397161,-2.78055789,125.303331,1.63131825,3.33170946,,,,,
0.575353622,baseline_default,Default,21,0,55.041504,32.958984,-138.647461,58.579102,97.822266,13.161621,222.740385,230.715414,154.669621,126.387007,-2.7560881,125.292141,0.816845778,0,,,,,
0.605913401,baseline_default,Default,22,0,55.041504,32.958984,-138.669434,58.579102,97.822266,13.161621,222.698725,230.655825,154.646429,126.391311,-2.73586042,125.269798,0.719016998,2.49731022,,,,,
0.632789612,baseline_default,Default,23,0,55.041504,32.958984,-138.647461,58.579102,97.822266,13.161621,222.740385,230.715414,154.669621,126.387007,-2.7560881,125.292141,0.817563155,2.83958352,,,,,
0.657904148,baseline_default,Default,24,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.183594,222.772992,230.688755,154.67051,126.379325,-2.8000362,125.296408,1.23728374,1.67739267,,,,,
0.682991982,baseline_default,Default,25,0,55.041504,32.958984,-138.647461,58.579102,97.822266,13.183594,222.740385,230.715414,154.669621,126.397161,-2.78055789,125.303331,0.87580301,1.67917805,,,,,
0.708108187,baseline_default,Default,26,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,1.23720153,1.67728121,,,,,
0.733213186,baseline_default,Default,27,0,55.041504,32.958984,-138.647461,58.623047,97.822266,13.161621,222.80559,230.662082,154.671404,126.351347,-2.79504545,125.278286,0.875243991,1.67810624,,,,,
0.758507967,baseline_default,Default,28,0,55.041504,32.958984,-138.669434,58.601074,97.800293,13.161621,222.730843,230.623421,154.623068,126.394502,-2.76135033,125.236956,1.50459309,3.83663048,,,,,
0.783607006,baseline_default,Default,29,0,55.041504,32.958984,-138.669434,58.623047,97.822266,13.183594,222.76393,230.602494,154.648214,126.365789,-2.79927665,125.267152,1.51632707,1.85383246,,,,,
0.808698893,baseline_default,Default,30,0,55.041504,32.958984,-138.647461,58.579102,97.822266,13.161621,222.740385,230.715414,154.669621,126.387007,-2.7560881,125.292141,2.14498904,4.67553999,,,,,
0.833796501,baseline_default,Default,31,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0.875461897,1.67852403,,,,,
0.858894825,baseline_default,Default,32,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.183594,222.772992,230.688755,154.67051,126.379325,-2.8000362,125.296408,0.875476791,0,,,,,
0.883990765,baseline_default,Default,33,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0.875559964,0,,,,,
0.90912056,baseline_default,Default,34,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0,0,,,,,
0.934220314,baseline_default,Default,35,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0,0,,,,,
0.959305525,baseline_default,Default,36,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.183594,222.772992,230.688755,154.67051,126.379325,-2.8000362,125.296408,0.875934437,0,,,,,
0.988758326,baseline_default,Default,37,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0.746041104,0,,,,,
1.0138588,baseline_default,Default,38,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0,0,,,,,
1.03894854,baseline_default,Default,39,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0,0,,,,,
1.06727099,baseline_default,Default,40,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0,0,,,,,
1.09237289,baseline_default,Default,41,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.139648,222.772992,230.688755,154.67051,126.359028,-2.75110427,125.27402,0.875352061,0,,,,,
1.11747909,baseline_default,Default,42,0,55.041504,32.958984,-138.647461,58.623047,97.822266,13.161621,222.80559,230.662082,154.671404,126.351347,-2.79504545,125.278286,1.23772315,1.67802656,,,,,
1.1425755,baseline_default,Default,43,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0.875543328,1.67868016,,,,,
1.16843462,baseline_default,Default,44,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0,0,,,,,
1.19352841,baseline_default,Default,45,0,55.041504,32.958984,-138.647461,58.623047,97.822266,13.161621,222.80559,230.662082,154.671404,126.351347,-2.79504545,125.278286,0.875634833,1.6788556,,,,,
1.20111465,cycle1_default_to_reload,Reload,0,0,55.041504,32.958984,-138.647461,58.623047,97.822266,13.161621,222.80559,230.662082,154.671404,126.351347,-2.79504545,125.278286,0,0,,,,,
1.22853565,cycle1_default_to_reload,Reload,1,0,55.041504,32.958984,-138.647461,58.623047,97.822266,13.183594,222.80559,230.662082,154.671404,126.361489,-2.81951164,125.289483,0.801320226,0,,,,,
1.25656986,cycle1_default_to_reload,Reload,2,0,55.041504,32.958984,-138.647461,58.623047,97.822266,13.161621,222.80559,230.662082,154.671404,126.351347,-2.79504545,125.278286,0.783792368,0,,,,,
1.28166318,cycle1_default_to_reload,Reload,3,0,55.041504,32.958984,-138.647461,58.623047,97.822266,13.161621,222.80559,230.662082,154.671404,126.351347,-2.79504545,125.278286,0,0,,,,,
1.30693865,cycle1_default_to_reload,Reload,4,0,55.041504,32.958984,-138.647461,58.601074,97.822266,13.161621,222.772992,230.688755,154.67051,126.369178,-2.77556821,125.285215,0.869340947,1.66678833,,,,,
1.33203411,cycle1_default_to_reload,Reload,5,0,55.041504,32.958984,-138.647461,58.579102,97.800293,13.161621,222.739903,230.709678,154.645367,126.408036,-2.76209368,125.266215,1.23822413,1.85403197,,,,,
1.35712838,cycle1_default_to_reload,Reload,6,0,55.041504,32.958984,-138.647461,58.601074,97.800293,13.161621,222.772509,230.683017,154.646257,126.390207,-2.78157813,125.259294,0.875578344,1.67877765,,,,,
1.38221288,cycle1_default_to_reload,Reload,7,0,55.041504,32.958984,-138.647461,58.601074,97.77832,13.161621,222.772017,230.67728,154.622003,126.411231,-2.78758774,125.233369,0.875959413,0.993744426,,,,,
1.40729284,cycle1_default_to_reload,Reload,8,0,55.041504,32.958984,-138.647461,58.601074,97.756348,13.139648,222.771515,230.671544,154.597751,126.422104,-2.76911936,125.196256,1.23898924,0.993878682,,,,,
1.43239594,cycle1_default_to_reload,Reload,9,0,55.019531,32.958984,-138.647461,58.557129,97.712402,13.161621,222.793722,230.627968,154.547467,126.498714,-2.7906288,125.158205,2.76794962,2.79431433,,,,,
1.45747995,cycle1_default_to_reload,Reload,10,0,55.019531,32.958984,-138.625488,58.557129,97.69043,13.139648,222.8349,230.681848,154.546424,126.505294,-2.79234282,125.143446,1.51721203,2.70376609,,,,,
1.48258114,cycle1_default_to_reload,Reload,11,0,54.997559,32.980957,-138.625488,58.535156,97.624512,13.161621,222.905699,230.629591,154.563576,126.580765,-2.85953895,125.094859,3.15617248,3.57160928,,,,,
1.50768065,cycle1_default_to_reload,Reload,12,0,54.997559,32.980957,-138.603516,58.535156,97.602539,13.161621,222.946879,230.683487,154.562576,126.59749,-2.8857269,125.091263,1.23802418,2.70262969,,,,,
1.53277421,cycle1_default_to_reload,Reload,13,0,54.975586,32.980957,-138.581543,58.513184,97.536621,13.139648,223.04277,230.667144,154.512206,126.652654,-2.90384766,125.02034,3.15713207,4.3653224,,,,,
1.55784512,cycle1_default_to_reload,Reload,14,0,54.953613,32.980957,-138.55957,58.513184,97.492676,13.183594,223.171824,230.629804,154.486991,126.699346,-3.00912137,125.001911,2.77150317,5.45225939,,,,,
1.58293223,cycle1_default_to_reload,Reload,15,0,54.931641,33.024902,-138.55957,58.469238,97.426758,13.139648,223.226463,230.627925,154.594233,126.757918,-3.00321017,124.949119,4.10813333,4.79820179,,,,,
1.60804009,cycle1_default_to_reload,Reload,16,0,54.931641,33.046875,-138.55957,58.447266,97.36084,13.161621,223.20856,230.66128,154.611471,126.84451,-3.04625616,124.911536,3.03154265,1.65667445,,,,,
1.63314271,cycle1_default_to_reload,Reload,17,0,54.887695,33.068848,-138.537598,58.40332,97.272949,13.139648,223.376061,230.604029,154.627025,126.922828,-3.09472064,124.83276,4.5482948,7.0788218,,,,,
1.65823603,cycle1_default_to_reload,Reload,18,0,54.887695,33.09082,-138.515625,58.40332,97.207031,13.139648,223.432525,230.670377,154.668625,126.977233,-3.15283489,124.799531,2.90415932,3.84740884,,,,,
1.68335271,cycle1_default_to_reload,Reload,19,0,54.84375,33.134766,-138.493652,58.381348,97.097168,13.139648,223.648411,230.6044,154.751909,127.064488,-3.27143528,124.721364,5.17551735,9.57991018,,,,,
1.7084291,cycle1_default_to_reload,Reload,20,0,54.821777,33.156738,-138.47168,58.337402,97.03125,13.139648,223.728002,230.638422,154.792015,127.143118,-3.31419235,124.690778,3.50492046,3.80429177,,,,,
1.73353481,cycle1_default_to_reload,Reload,21,0,54.799805,33.178711,-138.449707,58.271484,96.921387,13.139648,223.773366,230.688011,154.782829,127.281371,-3.3489632,124.614916,5.323658,2.70189581,,,,,
1.75862622,cycle1_default_to_reload,Reload,22,0,54.777832,33.222656,-138.427734,58.249512,96.833496,13.117676,223.901285,230.71337,154.890767,127.348813,-3.41249102,124.562792,4.29005961,6.74666425,,,,,
1.78373051,cycle1_default_to_reload,Reload,23,0,54.733887,33.244629,-138.405762,58.205566,96.70166,13.139648,224.066627,230.644957,154.858303,127.488771,-3.52142655,124.453869,6.00044849,7.24408654,,,,,
1.80881739,cycle1_default_to_reload,Reload,24,0,54.711914,33.266602,-138.361816,58.161621,96.635742,13.139648,224.188127,230.738553,154.922681,127.563014,-3.58376842,124.445689,3.81780996,6.63032238,,,,,
1.83392572,cycle1_default_to_reload,Reload,25,0,54.667969,33.310547,-138.339844,58.117676,96.481934,13.139648,224.368912,230.688193,154.95737,127.709447,-3.69359397,124.32202,6.89062028,7.60094363,,,,,
1.85901189,cycle1_default_to_reload,Reload,26,0,54.645996,33.354492,-138.317871,58.117676,96.37207,13.095703,224.528136,230.681411,155.042365,127.769955,-3.75743558,124.225983,5.18184037,7.19985186,,,,,
1.88412404,cycle1_default_to_reload,Reload,27,0,54.602051,33.398438,-138.273926,58.051758,96.240234,13.117676,224.719088,230.722771,155.124993,127.918852,-3.88595764,124.168682,6.66366176,8.44746452,,,,,
1.9092226,cycle1_default_to_reload,Reload,28,0,54.580078,33.42041,-138.251953,58.029785,96.130371,13.095703,224.828766,230.71934,155.118174,128.011204,-3.93442199,124.067869,4.7950583,4.38044293,,,,,
1.9343431,cycle1_default_to_reload,Reload,29,0,54.51416,33.464355,-138.208008,57.963867,95.95459,13.095703,225.105749,230.663733,155.152658,128.180165,-4.0734526,123.936286,8.29802847,11.3296762,,,,,
1.95943117,cycle1_default_to_reload,Reload,30,0,54.492188,33.508301,-138.186035,57.919922,95.822754,13.095703,225.197946,230.705193,155.212502,128.31673,-4.15219341,123.84941,5.94011075,4.68253122,,,,,
1.98452473,cycle1_default_to_reload,Reload,31,0,54.42627,33.552246,-138.14209,57.832031,95.668945,13.07373,225.442914,230.681562,155.271167,128.472255,-4.23981031,123.739928,7.97737942,10.0822815,,,,,
2.0096221,cycle1_default_to_reload,Reload,32,0,54.404297,33.596191,-138.120117,57.810059,95.537109,13.07373,225.567321,230.696413,155.332107,128.590981,-4.33811904,123.646126,5.74101224,5.55137083,,,,,
2.03474998,cycle1_default_to_reload,Reload,33,0,54.338379,33.640137,-138.054199,57.744141,95.339355,13.051758,225.884603,230.695058,155.368023,128.766103,-4.47641602,123.499885,9.29535804,12.7074208,,,,,
2.06206632,cycle1_default_to_reload,Reload,34,0,54.272461,33.728027,-138.010254,57.65625,95.075684,13.051758,226.155408,230.691926,155.48954,129.026816,-4.65594504,123.314771,11.0583371,10.8666068,,,,,
2.08716583,cycle1_default_to_reload,Reload,35,0,54.250488,33.75,-137.988281,57.612305,95.009766,13.029785,226.233844,230.725949,155.53178,129.094743,-4.67129422,123.273186,3.60946353,3.79938681,,,,,
2.1122582,cycle1_default_to_reload,Reload,36,0,54.162598,33.837891,-137.922363,57.502441,94.724121,13.029785,226.600823,230.717227,155.65419,129.377623,-4.87913682,123.08022,13.4238059,15.4212179,,,,,
2.13736415,cycle1_default_to_reload,Reload,37,0,54.140625,33.859863,-137.900391,57.502441,94.658203,13.029785,226.744396,230.697746,155.698095,129.420083,-4.95989135,123.035795,3.03176146,6.0302129,,,,,
2.16257358,cycle1_default_to_reload,Reload,38,0,54.052734,33.947754,-137.834473,57.392578,94.350586,13.029785,227.108742,230.684011,155.797378,129.723122,-5.17215544,122.816139,14.1081531,14.9896661,,,,,
2.18765974,cycle1_default_to_reload,Reload,39,0,54.030762,33.969727,-137.8125,57.348633,94.284668,13.007812,227.186767,230.717983,155.840415,129.790815,-5.18651415,122.774592,3.6113749,3.80144249,,,,,
2.21461034,cycle1_default_to_reload,Reload,40,0,53.942871,34.057617,-137.746582,57.23877,93.955078,13.007812,227.548113,230.699465,155.916597,130.113914,-5.40282847,122.528094,13.9078711,13.7196789,,,,,
2.24457383,cycle1_default_to_reload,Reload,41,0,53.876953,34.123535,-137.680664,57.150879,93.713379,12.98584,227.843101,230.738186,155.999552,130.342341,-5.54698541,122.357946,9.41958859,10.3081056,,,,,
2.26969433,cycle1_default_to_reload,Reload,42,0,53.833008,34.189453,-137.636719,57.128906,93.537598,12.98584,228.109414,230.739179,156.132316,130.481606,-5.71723502,122.245416,7.92064569,11.8457984,,,,,
2.29476142,cycle1_default_to_reload,Reload,43,0,53.745117,34.255371,-137.592773,57.019043,93.273926,12.98584,228.413766,230.653076,156.165799,130.749448,-5.87545174,122.03227,12.3342153,12.6885402,,,,,
2.31996918,cycle1_default_to_reload,Reload,44,0,53.701172,34.299316,-137.526855,56.953125,93.098145,12.963867,228.640767,230.744162,156.231912,130.913655,-5.97784937,121.92257,8.31511858,10.0513368,,,,,
2.3450644,cycle1_default_to_reload,Reload,45,0,53.613281,34.365234,-137.48291,56.865234,92.834473,12.98584,228.976462,230.631331,156.266989,131.172923,-6.1811317,121.712728,12.0689289,14.1812891,,,,,
2.37017059,cycle1_default_to_reload,Reload,46,0,53.569336,34.431152,-137.416992,56.799316,92.636719,12.963867,229.217471,230.740657,156.402539,131.353462,-6.30720892,121.599159,9.30338709,11.8433072,,,,,
2.39525056,cycle1_default_to_reload,Reload,47,0,53.503418,34.519043,-137.373047,56.711426,92.351074,12.941895,229.477789,230.734001,156.507126,131.621532,-6.45779944,121.374893,12.8462158,11.1890434,,,,,
2.4203434,cycle1_default_to_reload,Reload,48,0,53.4375,34.562988,-137.307129,56.623535,92.15332,12.919922,229.756949,230.759542,156.550825,131.810943,-6.56679967,121.234599,9.59232168,11.3064839,,,,,
2.44544148,cycle1_default_to_reload,Reload,49,0,53.349609,34.672852,-137.241211,56.491699,91.867676,12.919922,230.09953,230.800235,156.775619,132.1028,-6.76249863,121.069387,13.980154,16.406211,,,,,
2.47054911,cycle1_default_to_reload,Reload,50,0,53.283691,34.716797,-137.197266,56.447754,91.647949,12.919922,230.396708,230.708548,156.770362,132.290846,-6.92426686,120.875934,9.62653704,12.3884693,,,,,
2.49563122,cycle1_default_to_reload,Reload,51,0,53.195801,34.804688,-137.131348,56.337891,91.340332,12.897949,230.751094,230.695575,156.879912,132.579372,-7.09930813,120.643701,14.2067912,14.7977531,,,,,
2.52071691,cycle1_default_to_reload,Reload,52,0,53.151855,34.870605,-137.087402,56.25,91.120605,12.897949,230.909763,230.768433,156.968073,132.809801,-7.21171471,120.496227,10.1014384,7.79700453,,,,,
2.54580927,cycle1_default_to_reload,Reload,53,0,53.063965,34.958496,-137.021484,56.162109,90.812988,12.875977,231.295094,230.728939,157.079762,133.080252,-7.40599202,120.257061,13.9558934,16.0658625,,,,,
2.57092619,cycle1_default_to_reload,Reload,54,0,52.998047,35.024414,-136.933594,56.096191,90.593262,12.854004,231.662921,230.80502,157.224527,133.263721,-7.57518929,120.129331,10.4977539,16.0267896,,,,,
2.59601998,cycle1_default_to_reload,Reload,55,0,52.888184,35.134277,-136.867676,55.942383,90.241699,12.854004,232.047817,230.770719,157.382087,133.619179,-7.78314617,119.878681,16.7057889,16.6299877,,,,,
2.62111878,cycle1_default_to_reload,Reload,56,0,52.822266,35.200195,-136.801758,55.898438,90.021973,12.854004,232.402742,230.760714,157.501614,133.797962,-7.97947763,119.730934,10.019922,14.9267579,,,,,
2.64621329,cycle1_default_to_reload,Reload,57,0,52.734375,35.288086,-136.73584,55.744629,89.648438,12.810059,232.676912,230.789375,157.543358,134.170008,-8.09317583,119.419482,17.1357604,11.1102804,,,,,
2.67134976,cycle1_default_to_reload,Reload,58,0,52.668457,35.354004,-136.669922,55.656738,89.406738,12.810059,232.961842,230.828895,157.639629,134.402812,-8.24942274,119.257262,11.1944158,12.0677018,,,,,
2.69642782,cycle1_default_to_reload,Reload,59,0,52.558594,35.463867,-136.604004,55.546875,89.055176,12.810059,233.407546,230.741069,157.802412,134.721578,-8.49561755,118.992573,16.1557606,19.2423234,,,,,
2.72150064,cycle1_default_to_reload,Reload,60,0,52.492676,35.551758,-136.538086,55.458984,88.813477,12.810059,233.707897,230.802474,157.99466,-134.89669,8.66541097,-118.80653,11.459816,14.4322533,,,,,
2.74658442,cycle1_default_to_reload,Reload,61,0,52.382812,35.639648,-136.450195,55.327148,88.417969,12.766113,234.140021,230.770813,158.045466,-135.167309,8.83789306,-118.398866,17.9734308,17.3917371,,,,,
2.77168846,cycle1_default_to_reload,Reload,62,0,52.316895,35.727539,-136.40625,55.26123,88.154297,12.766113,234.422541,230.742887,158.186855,-135.31755,9.01155384,-118.129033,11.8079495,12.6337197,,,,,
2.79678535,cycle1_default_to_reload,Reload,63,0,52.207031,35.81543,-136.296387,55.107422,87.758789,12.766113,234.864664,230.797076,158.269246,-135.528318,9.2240694,-117.692648,18.34404,18.0495118,,,,,
2.82187963,cycle1_default_to_reload,Reload,64,0,52.119141,35.90332,-136.230469,54.997559,87.495117,12.744141,235.213878,230.791207,158.441564,-135.659592,9.36587318,-117.418268,12.718875,15.5198676,,,,,
2.84697366,cycle1_default_to_reload,Reload,65,0,52.009277,36.013184,-136.142578,54.865723,87.077637,12.744141,235.653385,230.777999,158.568398,-135.897311,9.60282898,-116.971826,18.8409419,18.2366924,,,,,
2.87209129,cycle1_default_to_reload,Reload,66,0,51.943359,36.101074,-136.07666,54.777832,86.813965,12.700195,235.945108,230.835628,158.743336,-136.036577,9.71332943,-116.711438,12.3093921,13.7354741,,,,,
2.89717579,cycle1_default_to_reload,Reload,67,0,51.811523,36.210938,-135.98877,54.602051,86.374512,12.700195,236.400122,230.781717,158.848904,-136.289024,9.92923447,-116.221615,20.3739723,18.744686,,,,,
2.92226171,cycle1_default_to_reload,Reload,68,0,51.745605,36.298828,-135.922852,54.536133,86.088867,12.678223,236.718569,230.809572,159.002069,-136.443625,10.0909199,-115.941171,12.7832865,14.1299316,,,,,
2.94737577,cycle1_default_to_reload,Reload,69,0,51.61377,36.408691,-135.834961,54.382324,85.649414,12.678223,237.202854,230.729053,159.111134,-136.698631,10.3264177,-115.464738,20.0658851,20.0246989,,,,,
2.9724617,cycle1_default_to_reload,Reload,70,0,51.525879,36.496582,-135.74707,54.272461,85.36377,12.65625,237.588486,230.777589,159.29726,-136.820795,10.4793788,-115.17162,13.6538547,17.1786392,,,,,
2.99932981,cycle1_default_to_reload,Reload,71,0,51.37207,36.672363,-135.615234,54.052734,84.748535,12.634277,238.166192,230.841973,159.563511,-137.135888,10.7557095,-114.506205,26.2970022,23.7961916,,,,,
3.02442193,cycle1_default_to_reload,Reload,72,0,51.28418,36.760254,-135.527344,53.964844,84.462891,12.612305,238.582441,230.863522,159.753749,-137.261346,10.9286204,-114.2266,13.3952833,18.2594279,,,,,
3.05073285,cycle1_default_to_reload,Reload,73,0,51.152344,36.89209,-135.439453,53.811035,83.979492,12.612305,239.066119,230.797654,159.918418,-137.528288,11.1781206,-113.706281,20.8109963,19.5800538,,,,,
3.07634926,cycle1_default_to_reload,Reload,74,0,51.064453,36.97998,-135.373535,53.701172,83.649902,12.590332,239.390123,230.781107,160.031937,-137.714469,11.3155664,-113.357727,14.6573612,13.4176834,,,,,
3.10144067,cycle1_default_to_reload,Reload,75,0,50.932617,37.111816,-135.241699,53.525391,83.166504,12.568359,239.931125,230.858403,160.264305,-137.932903,11.5401405,-112.845478,22.4460476,23.6672958,,,,,
3.12914681,cycle1_default_to_reload,Reload,76,0,50.800781,37.243652,-135.153809,53.349609,82.661133,12.546387,240.369368,230.815931,160.411773,-138.220407,11.7339819,-112.295907,20.7108855,16.7593063,,,,,
3.15424156,cycle1_default_to_reload,Reload,77,0,50.712891,37.331543,-135.065918,53.239746,82.331543,12.546387,240.736312,230.857561,160.56251,-138.363632,11.9058069,-111.944492,15.1149933,15.8948139,,,,,
3.17969799,cycle1_default_to_reload,Reload,78,0,50.581055,37.485352,-134.956055,53.063965,81.804199,12.502441,241.228875,230.891473,160.819255,-138.63189,12.1025262,-111.391471,23.7012335,21.8606849,,,,,
3.20481038,cycle1_default_to_reload,Reload,79,0,50.471191,37.573242,-134.868164,52.976074,81.452637,12.480469,241.708937,230.811742,160.949612,-138.821793,12.3014583,-111.045128,15.8946585,20.0616193,,,,,
3.23312712,cycle1_default_to_reload,Reload,80,0,50.339355,37.705078,-134.780273,52.756348,80.925293,12.480469,242.065258,230.818717,161.082613,-139.094518,12.4610211,-110.436615,21.447966,13.4336991,,,,,
3.25824356,cycle1_default_to_reload,Reload,81,0,50.229492,37.814941,-134.692383,52.668457,80.595703,12.458496,242.564881,230.760861,161.337586,-139.233274,12.6664102,-110.121825,15.3532281,22.4513607,,,,,
3.28335738,cycle1_default_to_reload,Reload,82,0,50.075684,37.96875,-134.58252,52.492676,80.046387,12.458496,243.129768,230.698382,161.581513,-139.494746,12.9321478,-109.53467,24.9314432,24.626538,,,,,
3.30843568,cycle1_default_to_reload,Reload,83,0,49.987793,38.056641,-134.516602,52.382812,79.694824,12.458496,243.433166,230.678563,161.686107,-139.674098,13.0798572,-109.151522,15.7222017,12.8211464,,,,,
3.33351946,cycle1_default_to_reload,Reload,84,0,49.899902,38.144531,-134.406738,52.229004,79.343262,12.414551,243.7667,230.826574,161.86008,-139.814248,13.150873,-108.776052,16.7582848,16.1160255,,,,,
3.35861301,cycle1_default_to_reload,Reload,85,0,49.702148,38.342285,-134.274902,51.987305,78.640137,12.392578,244.43894,230.738357,162.174015,-140.154483,13.4271448,-108.022882,32.101106,29.7748456,,,,,
3.38370204,cycle1_default_to_reload,Reload,86,0,49.592285,38.452148,-134.165039,51.855469,78.288574,12.370605,244.907458,230.785357,162.450926,-140.266915,13.5857314,-107.667026,16.8005276,21.7728123,,,,,
3.40878749,cycle1_default_to_reload,Reload,87,0,49.460449,38.583984,-134.077148,51.679688,77.76123,12.370605,245.310567,230.738144,162.602023,-140.53359,13.7726968,-107.083877,23.6334181,17.2640743,,,,,
3.43389297,cycle1_default_to_reload,Reload,88,0,49.350586,38.693848,-133.967285,51.569824,77.409668,12.348633,245.809372,230.758089,162.883609,-140.648965,13.9525005,-106.739976,16.5366664,22.8294762,,,,,
